         z	         T	         p	         u	       rho	        H2	         H	         O	        O2	        OH	       H2O	       HO2	      H2O2	         C	        CH	       CH2	    CH2(S)	       CH3	       CH4	        CO	       CO2	       HCO	      CH2O	     CH2OH	      CH3O	     CH3OH	       C2H	      C2H2	      C2H3	      C2H4	      C2H5	      C2H6	      HCCO	     CH2CO	     HCCOH	         N	        NH	       NH2	       NH3	       NNH	        NO	       NO2	       N2O	       HNO	        CN	       HCN	      H2CN	      HCNN	      HCNO	      HOCN	      HNCO	       NCO	        N2	        AR	      C3H7	      C3H8	    CH2CHO	    CH3CHO	
4.1206e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	2.6718e-06	1.5114e-09	1.0762e-09	4.9998e-01	2.6060e-09	1.9123e-05	1.6319e-10	6.1469e-12	3.7648e-29	2.6769e-21	6.9713e-14	3.7231e-14	9.8814e-06	2.4997e-01	1.9830e-07	1.0368e-09	3.1954e-12	1.6265e-05	1.6598e-15	5.7718e-11	7.4517e-09	2.4145e-23	1.2229e-12	1.7100e-15	9.5858e-08	7.1461e-11	1.6875e-10	1.3046e-19	1.4203e-11	1.3223e-19	5.2255e-23	4.2520e-26	1.7218e-29	3.6002e-32	4.0730e-22	4.5222e-19	2.2622e-25	1.0173e-15	1.3319e-28	2.0155e-32	1.6217e-21	2.7952e-26	4.9241e-28	7.7229e-28	1.0149e-28	3.7540e-27	2.1124e-27	2.5000e-01	0.0000e+00	1.3340e-19	9.3452e-17	2.0908e-15	6.1980e-14	
4.4314e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	3.1457e-06	1.7669e-09	1.2504e-09	4.9998e-01	3.0235e-09	2.3132e-05	1.8823e-10	7.0807e-12	4.5320e-29	3.2935e-21	9.3767e-14	5.0091e-14	1.1456e-05	2.4997e-01	2.7653e-07	1.4443e-09	4.2965e-12	1.9728e-05	2.2427e-15	6.6920e-11	9.0507e-09	4.8375e-23	2.0547e-12	2.7750e-15	1.3361e-07	9.6090e-11	2.3520e-10	2.6166e-19	2.3856e-11	2.6940e-19	6.0704e-23	5.3492e-26	2.5999e-29	6.6569e-32	4.5803e-22	5.4212e-19	3.0122e-25	1.1016e-15	1.6859e-28	3.0018e-32	2.0764e-21	3.7671e-26	6.5710e-28	1.2839e-27	1.5519e-28	6.2350e-27	3.1778e-27	2.5000e-01	0.0000e+00	2.0967e-19	1.5010e-16	3.3936e-15	9.9104e-14	
4.7423e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	3.7007e-06	2.0768e-09	1.4530e-09	4.9997e-01	3.5019e-09	2.7778e-05	2.1954e-10	8.2488e-12	6.0142e-29	4.1136e-21	1.2553e-13	6.7100e-14	1.3247e-05	2.4996e-01	3.8092e-07	1.9885e-09	5.7448e-12	2.3724e-05	3.0168e-15	7.7385e-11	1.0900e-08	9.3116e-23	3.3614e-12	4.4340e-15	1.8399e-07	1.2855e-10	3.2384e-10	5.0476e-19	3.9024e-11	5.1796e-19	7.0539e-23	6.7492e-26	3.8838e-29	1.1886e-31	5.1983e-22	6.4649e-19	4.0326e-25	1.1884e-15	2.1414e-28	4.4557e-32	2.6532e-21	5.0670e-26	8.7465e-28	2.0873e-27	2.3375e-28	1.0129e-26	4.7284e-27	2.5000e-01	0.0000e+00	3.2751e-19	2.3651e-16	5.4249e-15	1.5584e-13	
5.0531e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	4.3556e-06	2.4538e-09	1.6899e-09	4.9997e-01	4.0524e-09	3.3161e-05	2.5868e-10	9.7189e-12	9.9566e-29	5.2051e-21	1.6707e-13	8.9379e-14	1.5291e-05	2.4995e-01	5.2055e-07	2.7176e-09	7.6311e-12	2.8324e-05	4.0340e-15	8.9336e-11	1.3036e-08	1.6877e-22	5.4533e-12	6.9272e-15	2.5141e-07	1.7094e-10	4.4245e-10	9.1824e-19	6.3321e-11	9.9405e-19	8.2039e-23	8.5160e-26	5.8062e-29	2.1275e-31	5.9530e-22	7.6790e-19	5.4307e-25	1.2785e-15	2.7211e-28	6.5516e-32	3.3995e-21	6.7860e-26	1.1595e-27	3.3808e-27	3.5080e-28	1.6394e-26	7.0368e-27	2.5000e-01	0.0000e+00	5.0075e-19	3.7112e-16	8.4806e-15	2.4480e-13	
5.3639e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	5.1322e-06	2.9195e-09	1.9692e-09	4.9996e-01	4.6891e-09	3.9390e-05	3.0846e-10	1.1582e-11	1.4929e-28	6.7403e-21	2.2267e-13	1.1926e-13	1.7631e-05	2.4995e-01	7.0595e-07	3.6887e-09	1.0132e-11	3.3608e-05	5.4029e-15	1.0302e-10	1.5498e-08	3.2075e-22	8.7363e-12	1.0912e-14	3.4106e-07	2.2754e-10	6.0013e-10	1.7542e-18	1.0148e-10	1.8848e-18	9.5613e-23	1.0805e-25	8.6555e-29	3.7884e-31	6.8898e-22	9.0923e-19	7.3694e-25	1.3727e-15	3.4798e-28	9.8137e-32	4.3726e-21	9.1222e-26	1.5420e-27	5.4106e-27	5.2458e-28	2.6224e-26	1.0481e-26	2.5000e-01	0.0000e+00	7.6794e-19	5.7638e-16	1.3370e-14	3.8153e-13	
5.6747e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	6.0608e-06	3.4968e-09	2.3002e-09	4.9995e-01	5.4292e-09	4.6608e-05	3.7171e-10	1.3964e-11	2.4344e-28	9.0558e-21	2.9649e-13	1.5907e-13	2.0323e-05	2.4994e-01	9.5267e-07	4.9869e-09	1.3423e-11	3.9673e-05	7.2337e-15	1.1877e-10	1.8335e-08	5.9498e-22	1.3935e-11	1.7029e-14	4.6063e-07	3.0243e-10	8.1041e-10	3.2820e-18	1.6200e-10	3.5931e-18	1.1174e-22	1.3828e-25	1.3006e-28	6.8163e-31	8.0555e-22	1.0743e-18	1.0157e-24	1.4720e-15	4.4923e-28	1.4783e-31	5.6772e-21	1.2306e-25	2.0547e-27	8.6758e-27	7.8793e-28	4.2036e-26	1.5760e-26	2.5000e-01	0.0000e+00	1.1902e-18	8.9667e-16	2.0896e-14	5.9778e-13	
5.9855e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	7.1742e-06	4.2165e-09	2.6944e-09	4.9994e-01	6.2925e-09	5.4963e-05	4.5239e-10	1.7006e-11	4.7063e-28	1.2393e-20	3.9462e-13	2.1211e-13	2.3426e-05	2.4992e-01	1.2774e-06	6.7041e-09	1.7747e-11	4.6622e-05	9.6788e-15	1.3693e-10	2.1600e-08	1.0839e-21	2.1826e-11	2.6359e-14	6.1844e-07	4.0172e-10	1.0879e-09	6.0239e-18	2.5395e-10	6.5579e-18	1.3099e-22	1.7759e-25	1.9437e-28	1.1931e-30	9.5141e-22	1.2671e-18	1.4066e-24	1.5778e-15	5.8223e-28	2.2450e-31	7.4194e-21	1.6612e-25	2.7406e-27	1.3671e-26	1.1768e-27	6.6227e-26	2.3649e-26	2.5000e-01	0.0000e+00	1.8171e-18	1.3759e-15	3.2389e-14	9.2477e-13	
6.2963e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	8.5243e-06	5.1213e-09	3.1682e-09	4.9993e-01	7.3074e-09	6.4667e-05	5.5595e-10	2.0935e-11	4.9776e-28	1.7605e-20	5.2554e-13	2.8315e-13	2.7027e-05	2.4991e-01	1.7083e-06	8.9998e-09	2.3449e-11	5.4588e-05	1.2965e-14	1.5802e-10	2.5361e-08	1.9090e-21	3.4128e-11	4.0457e-14	8.2876e-07	5.3362e-10	1.4576e-09	1.0718e-17	3.9756e-10	1.1997e-17	1.5423e-22	2.3006e-25	2.9327e-28	2.1096e-30	1.1354e-21	1.4937e-18	1.9714e-24	1.6921e-15	7.6176e-28	3.4044e-31	9.8390e-21	2.2516e-25	3.6686e-27	2.1593e-26	1.7733e-27	1.0460e-25	3.5944e-26	2.5000e-01	0.0000e+00	2.7927e-18	2.1160e-15	4.9805e-14	1.4389e-12	
6.6071e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	1.0173e-05	6.2824e-09	3.7453e-09	4.9992e-01	8.5106e-09	7.5959e-05	6.9154e-10	2.6074e-11	1.2977e-27	2.5813e-20	7.0476e-13	3.8071e-13	3.1226e-05	2.4990e-01	2.2795e-06	1.2071e-08	3.1090e-11	6.3721e-05	1.7488e-14	1.8265e-10	2.9699e-08	3.5446e-21	5.3195e-11	6.3047e-14	1.1091e-06	7.1347e-10	1.9502e-09	2.0137e-17	6.2059e-10	2.1924e-17	1.8271e-22	3.0113e-25	4.4702e-28	3.7625e-30	1.3724e-21	1.7611e-18	2.8006e-24	1.8172e-15	1.0079e-27	5.4108e-31	1.3259e-20	3.0840e-25	4.9573e-27	3.4053e-26	2.7029e-27	1.6498e-25	5.5576e-26	2.5000e-01	0.0000e+00	4.3016e-18	3.2511e-15	7.7777e-14	2.2429e-12	
6.8181e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	1.1510e-05	7.2565e-09	4.2099e-09	4.9991e-01	9.4587e-09	8.4693e-05	8.0691e-10	3.0485e-11	1.8589e-27	3.4756e-20	8.6256e-13	4.6709e-13	3.4489e-05	2.4989e-01	2.7731e-06	1.4754e-08	3.7703e-11	7.0679e-05	2.1505e-14	2.0179e-10	3.3024e-08	5.4007e-21	7.2195e-11	8.5307e-14	1.3531e-06	8.7092e-10	2.3788e-09	3.1057e-17	8.4341e-10	3.3529e-17	2.0588e-22	3.6516e-25	6.0398e-28	5.7085e-30	1.5716e-21	1.9709e-18	3.6058e-24	1.9102e-15	1.2322e-27	7.5303e-31	1.6497e-20	3.8464e-25	6.1212e-27	4.6814e-26	3.6567e-27	2.2689e-25	7.6313e-26	2.5000e-01	0.0000e+00	5.8590e-18	4.3872e-15	1.0545e-13	3.0672e-12	
7.0291e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	1.3051e-05	8.4201e-09	4.7461e-09	4.9990e-01	1.0531e-08	9.4397e-05	9.4620e-10	3.5801e-11	2.9654e-27	4.6908e-20	1.0584e-12	5.7452e-13	3.8129e-05	2.4987e-01	3.3687e-06	1.8016e-08	4.5777e-11	7.8314e-05	2.6507e-14	2.2319e-10	3.6690e-08	8.2348e-21	9.7302e-11	1.1557e-13	1.6488e-06	1.0658e-09	2.8982e-09	4.7856e-17	1.1383e-09	5.0224e-17	2.3280e-22	4.4413e-25	8.1455e-28	8.5271e-30	1.8101e-21	2.2067e-18	4.6487e-24	2.0109e-15	1.5112e-27	1.0653e-30	2.0641e-20	4.8147e-25	7.5838e-27	6.3867e-26	4.9438e-27	3.0966e-25	1.0482e-25	2.5000e-01	0.0000e+00	7.9201e-18	5.8851e-15	1.4314e-13	4.1680e-12	
7.2401e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0274e-01	1.4845e-05	9.7998e-09	5.3643e-09	4.9989e-01	1.1748e-08	1.0522e-04	1.1127e-09	4.2247e-11	4.5515e-27	6.4479e-20	1.2977e-12	7.0643e-13	4.2216e-05	2.4986e-01	4.0932e-06	2.2026e-08	5.5530e-11	8.6707e-05	3.2667e-14	2.4723e-10	4.0742e-08	1.2007e-20	1.3126e-10	1.5470e-13	2.0110e-06	1.3026e-09	3.5342e-09	7.0585e-17	1.5379e-09	7.5342e-17	2.6422e-22	5.4376e-25	1.1077e-27	1.2830e-29	2.0932e-21	2.4736e-18	6.0320e-24	2.1211e-15	1.8659e-27	1.4632e-30	2.6157e-20	6.0298e-25	9.4168e-27	8.7454e-26	6.7488e-27	4.2425e-25	1.4559e-25	2.4999e-01	0.0000e+00	1.0768e-17	7.9229e-15	1.9204e-13	5.6970e-12	
7.4511e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0274e-01	1.6944e-05	1.1493e-08	6.0923e-09	4.9988e-01	1.3145e-08	1.1733e-04	1.3189e-09	5.0169e-11	7.5806e-27	9.0045e-20	1.6045e-12	8.7607e-13	4.6821e-05	2.4984e-01	4.9771e-06	2.6977e-08	6.7709e-11	9.5940e-05	4.0594e-14	2.7437e-10	4.5228e-08	1.8514e-20	1.7751e-10	2.1114e-13	2.4564e-06	1.6051e-09	4.3160e-09	1.1031e-16	2.0836e-09	1.1383e-16	3.0173e-22	6.7101e-25	1.5244e-27	1.9622e-29	2.4412e-21	2.7770e-18	7.8917e-24	2.2430e-15	2.3236e-27	2.1420e-30	3.3605e-20	7.6472e-25	1.1819e-26	1.2017e-25	9.3566e-27	5.8342e-25	2.0619e-25	2.4999e-01	0.0000e+00	1.4695e-17	1.0699e-14	2.6273e-13	7.8268e-12	
7.6621e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0274e-01	1.9407e-05	1.3542e-08	6.9447e-09	4.9987e-01	1.4749e-08	1.3089e-04	1.5702e-09	5.9907e-11	1.2605e-26	1.2928e-19	1.9889e-12	1.0901e-12	5.2027e-05	2.4982e-01	6.0541e-06	3.3085e-08	8.2670e-11	1.0610e-04	5.0634e-14	3.0511e-10	5.0201e-08	2.8087e-20	2.3982e-10	2.8718e-13	3.0036e-06	1.9812e-09	5.2762e-09	1.6977e-16	2.8204e-09	1.7095e-16	3.4668e-22	8.3912e-25	2.1109e-27	2.9953e-29	2.8629e-21	3.1227e-18	1.0422e-23	2.3788e-15	2.9332e-27	3.1278e-30	4.3685e-20	9.7801e-25	1.4952e-26	1.6529e-25	1.3067e-26	8.0327e-25	2.9444e-25	2.4999e-01	0.0000e+00	2.0365e-17	1.4469e-14	3.5840e-13	1.0780e-11	
7.8732e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0274e-01	2.2323e-05	1.6048e-08	7.9546e-09	4.9985e-01	1.6606e-08	1.4616e-04	1.8792e-09	7.1948e-11	2.2408e-26	1.8168e-19	2.4737e-12	1.3599e-12	5.7947e-05	2.4980e-01	7.3747e-06	4.0690e-08	1.0114e-10	1.1731e-04	6.3267e-14	3.4012e-10	5.5727e-08	4.2429e-20	3.2507e-10	3.9156e-13	3.6814e-06	2.4555e-09	6.4650e-09	2.6002e-16	3.8317e-09	2.5831e-16	4.0055e-22	1.0426e-24	2.9693e-27	4.6425e-29	3.3790e-21	3.5199e-18	1.3811e-23	2.5322e-15	3.6786e-27	4.6189e-30	5.7750e-20	1.2543e-24	1.8953e-26	2.2872e-25	1.8557e-26	1.1129e-24	4.2854e-25	2.4999e-01	0.0000e+00	2.7516e-17	1.9668e-14	4.8990e-13	1.4962e-11	
8.0842e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0274e-01	2.5796e-05	1.9173e-08	9.1635e-09	4.9983e-01	1.8774e-08	1.6339e-04	2.2663e-09	8.7020e-11	3.4543e-26	2.6796e-19	3.1041e-12	1.7144e-12	6.4711e-05	2.4978e-01	8.9986e-06	5.0202e-08	1.2440e-10	1.2968e-04	7.9948e-14	3.8028e-10	6.1882e-08	6.5875e-20	4.4206e-10	5.4008e-13	4.5243e-06	3.0650e-09	7.9430e-09	4.1073e-16	5.2239e-09	3.9238e-16	4.6774e-22	1.3290e-24	4.2068e-27	7.3136e-29	4.0233e-21	3.9787e-18	1.8528e-23	2.7071e-15	4.7371e-27	7.0972e-30	7.7581e-20	1.6272e-24	2.4464e-26	3.1798e-25	2.6831e-26	1.5499e-24	6.3694e-25	2.4999e-01	0.0000e+00	3.8681e-17	2.6874e-14	6.7821e-13	2.0925e-11	
8.2952e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0274e-01	2.9961e-05	2.3056e-08	1.0616e-08	4.9981e-01	2.1320e-08	1.8295e-04	2.7489e-09	1.0604e-10	7.0933e-26	4.0574e-19	3.9143e-12	2.1726e-12	7.2488e-05	2.4975e-01	1.1004e-05	6.2175e-08	1.5348e-10	1.4336e-04	1.0156e-13	4.2663e-10	6.8758e-08	1.0180e-19	6.0348e-10	7.4642e-13	5.5782e-06	3.8428e-09	9.7903e-09	6.4727e-16	7.1520e-09	5.9937e-16	5.5222e-22	1.7131e-24	6.0935e-27	1.1645e-28	4.8242e-21	4.5132e-18	2.5235e-23	2.9089e-15	6.1692e-27	1.0969e-29	1.0636e-19	2.1703e-24	3.2007e-26	4.4605e-25	3.9524e-26	2.1788e-24	9.6640e-25	2.4999e-01	0.0000e+00	5.4447e-17	3.6986e-14	9.4093e-13	2.9559e-11	
8.4331e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0274e-01	3.3150e-05	2.6153e-08	1.1737e-08	4.9980e-01	2.3240e-08	1.9719e-04	3.1340e-09	1.2121e-10	1.0283e-25	5.3240e-19	4.5809e-12	2.5513e-12	7.8225e-05	2.4973e-01	1.2572e-05	7.1720e-08	1.7668e-10	1.5309e-04	1.1943e-13	4.6094e-10	7.3696e-08	1.3772e-19	7.4300e-10	9.3028e-13	6.4133e-06	4.4792e-09	1.1253e-08	8.8836e-16	8.8247e-09	7.9833e-16	6.1980e-22	2.0319e-24	7.8694e-27	1.6181e-28	5.4630e-21	4.9129e-18	3.1052e-23	3.0589e-15	7.3694e-27	1.5127e-29	1.3254e-19	2.6192e-24	3.8439e-26	5.6014e-25	5.1935e-26	2.7416e-24	1.2993e-24	2.4999e-01	0.0000e+00	6.8403e-17	4.5831e-14	1.1761e-12	3.7351e-11	
8.5710e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0274e-01	3.6764e-05	2.9775e-08	1.3016e-08	4.9978e-01	2.5392e-08	2.1273e-04	3.5850e-09	1.3901e-10	1.5462e-25	7.1373e-19	5.3813e-12	3.0093e-12	8.4545e-05	2.4971e-01	1.4378e-05	8.2856e-08	2.0388e-10	1.6351e-04	1.4112e-13	4.9891e-10	7.9021e-08	1.8681e-19	9.1487e-10	1.1626e-12	7.3829e-06	5.2366e-09	1.2952e-08	1.2233e-15	1.0890e-08	1.0597e-15	7.0107e-22	2.4391e-24	1.0183e-26	2.2369e-28	6.2104e-21	5.3581e-18	3.8442e-23	3.2255e-15	8.9101e-27	2.0943e-29	1.6600e-19	3.2039e-24	4.6662e-26	7.0412e-25	6.8378e-26	3.4538e-24	1.7484e-24	2.4999e-01	0.0000e+00	8.6964e-17	5.6855e-14	1.4745e-12	4.7258e-11	
8.7090e-04	1.0732e+03	1.0000e+05	1.0001e-01	3.0274e-01	4.0888e-05	3.3973e-08	1.4472e-08	4.9976e-01	2.7810e-08	2.2975e-04	4.1073e-09	1.5996e-10	2.4810e-25	9.4374e-19	6.3236e-12	3.5492e-12	9.1544e-05	2.4969e-01	1.6467e-05	9.5962e-08	2.3531e-10	1.7467e-04	1.6668e-13	5.4106e-10	8.4778e-08	2.4907e-19	1.1297e-09	1.4475e-12	8.5176e-06	6.1268e-09	1.4938e-08	1.6539e-15	1.3481e-08	1.4126e-15	7.9613e-22	2.9183e-24	1.3328e-26	3.1211e-28	7.0764e-21	5.8582e-18	4.7788e-23	3.4120e-15	1.0732e-26	2.8476e-29	2.1014e-19	3.9561e-24	5.6627e-26	8.8984e-25	9.1017e-26	4.3759e-24	2.3798e-24	2.4999e-01	0.0000e+00	1.0923e-16	7.0834e-14	1.8414e-12	6.0153e-11	
8.8469e-04	1.0732e+03	1.0000e+05	1.0001e-01	3.0273e-01	4.5617e-05	3.9021e-08	1.6168e-08	4.9974e-01	3.0565e-08	2.4844e-04	4.7347e-09	1.8487e-10	3.6586e-25	1.2794e-18	7.4936e-12	4.2251e-12	9.9325e-05	2.4966e-01	1.8893e-05	1.1146e-07	2.7302e-10	1.8664e-04	1.9877e-13	5.8822e-10	9.1014e-08	3.4240e-19	1.4000e-09	1.8265e-12	9.8514e-06	7.2207e-09	1.7273e-08	2.3119e-15	1.6751e-08	1.8946e-15	9.1490e-22	3.5469e-24	1.7596e-26	4.4234e-28	8.1176e-21	6.4233e-18	5.9812e-23	3.6218e-15	1.3141e-26	4.0616e-29	2.6869e-19	4.8973e-24	6.9849e-26	1.1301e-24	1.2295e-25	5.5757e-24	3.2930e-24	2.4999e-01	0.0000e+00	1.4003e-16	8.8633e-14	2.3319e-12	7.7028e-11	
8.9848e-04	1.0732e+03	1.0000e+05	1.0001e-01	3.0273e-01	5.1055e-05	4.5002e-08	1.8127e-08	4.9972e-01	3.3698e-08	2.6903e-04	5.4770e-09	2.1460e-10	6.0561e-25	1.7756e-18	8.9157e-12	5.0539e-12	1.0800e-04	2.4963e-01	2.1715e-05	1.2983e-07	3.1761e-10	1.9949e-04	2.3828e-13	6.4118e-10	9.7782e-08	4.6978e-19	1.7393e-09	2.3084e-12	1.1422e-05	8.5352e-09	2.0020e-08	3.2301e-15	2.0872e-08	2.5467e-15	1.0641e-21	4.3652e-24	2.3453e-26	6.2970e-28	9.3509e-21	7.0656e-18	7.5532e-23	3.8592e-15	1.6294e-26	5.7854e-29	3.4684e-19	6.2582e-24	8.7431e-26	1.4425e-24	1.6747e-25	7.1440e-24	4.5926e-24	2.4998e-01	0.0000e+00	1.8150e-16	1.1136e-13	2.9594e-12	9.9156e-11	
9.1227e-04	1.0732e+03	1.0000e+05	1.0001e-01	3.0273e-01	5.7351e-05	5.2135e-08	2.0419e-08	4.9970e-01	3.7289e-08	2.9180e-04	6.3592e-09	2.5020e-10	9.5894e-25	2.3868e-18	1.0642e-11	6.0575e-12	1.1772e-04	2.4960e-01	2.5015e-05	1.5177e-07	3.7019e-10	2.1331e-04	2.8596e-13	7.0067e-10	1.0515e-07	6.4539e-19	2.1701e-09	2.9294e-12	1.3283e-05	1.0135e-08	2.3276e-08	4.5092e-15	2.6124e-08	3.4462e-15	1.2423e-21	5.3327e-24	3.1720e-26	9.1023e-28	1.0821e-20	7.8028e-18	9.5888e-23	4.1297e-15	2.0045e-26	8.3511e-29	4.5343e-19	7.9271e-24	1.0893e-25	1.8550e-24	2.3160e-25	9.2294e-24	6.5092e-24	2.4998e-01	0.0000e+00	2.3096e-16	1.4069e-13	3.7689e-12	1.2862e-10	
9.2607e-04	1.0732e+03	1.0000e+05	1.0001e-01	3.0273e-01	6.4679e-05	6.0831e-08	2.3117e-08	4.9967e-01	4.1444e-08	3.1709e-04	7.4311e-09	2.9325e-10	1.3665e-24	3.3466e-18	1.2818e-11	7.3416e-12	1.2867e-04	2.4956e-01	2.8887e-05	1.7811e-07	4.3400e-10	2.2820e-04	3.4739e-13	7.6848e-10	1.1318e-07	9.0403e-19	2.7197e-09	3.7543e-12	1.5501e-05	1.2114e-08	2.7152e-08	6.4434e-15	3.2855e-08	4.6944e-15	1.4812e-21	6.6753e-24	4.3227e-26	1.3367e-27	1.2612e-20	8.6566e-18	1.2286e-22	4.4397e-15	2.5292e-26	1.2390e-28	5.9917e-19	1.0014e-23	1.3924e-25	2.4009e-24	3.2528e-25	1.2015e-23	9.3805e-24	2.4998e-01	0.0000e+00	3.0408e-16	1.7882e-13	4.8544e-12	1.6820e-10	
9.3986e-04	1.0732e+03	1.0000e+05	1.0001e-01	3.0272e-01	7.3260e-05	7.1358e-08	2.6310e-08	4.9964e-01	4.6268e-08	3.4530e-04	8.7237e-09	3.4583e-10	2.6470e-24	4.8289e-18	1.5522e-11	8.9474e-12	1.4106e-04	2.4952e-01	3.3452e-05	2.0995e-07	5.1062e-10	2.4427e-04	4.2439e-13	8.4605e-10	1.2198e-07	1.2704e-18	3.4254e-09	4.8340e-12	1.8156e-05	1.4551e-08	3.1791e-08	9.2586e-15	4.1538e-08	6.4414e-15	1.7994e-21	8.4626e-24	6.0082e-26	1.9864e-27	1.4778e-20	9.6584e-18	1.5979e-22	4.7977e-15	3.2317e-26	1.8435e-28	8.0453e-19	1.3929e-23	1.8189e-25	3.1407e-24	4.6377e-25	1.5829e-23	1.3724e-23	2.4998e-01	0.0000e+00	4.0108e-16	2.2891e-13	6.2805e-12	2.2205e-10	
9.4898e-04	1.0732e+03	1.0000e+05	1.0001e-01	3.0272e-01	7.9765e-05	7.9661e-08	2.8763e-08	4.9962e-01	4.9913e-08	3.6580e-04	9.7368e-09	3.8697e-10	3.6216e-24	6.0965e-18	1.7702e-11	1.0249e-11	1.5018e-04	2.4949e-01	3.6927e-05	2.3474e-07	5.7015e-10	2.5559e-04	4.8684e-13	9.0355e-10	1.2827e-07	1.6094e-18	4.0048e-09	5.7506e-12	2.0207e-05	1.6502e-08	3.5372e-08	1.1906e-14	4.8701e-08	7.9939e-15	2.0613e-21	9.9248e-24	7.5594e-26	2.6319e-27	1.6485e-20	1.0423e-17	1.9122e-22	5.0659e-15	3.8118e-26	2.4783e-28	9.8700e-19	1.6689e-23	2.1750e-25	3.7757e-24	5.9568e-25	1.9146e-23	1.7970e-23	2.4998e-01	0.0000e+00	4.8397e-16	2.7079e-13	7.4995e-12	2.6860e-10	
9.5809e-04	1.0732e+03	1.0000e+05	1.0001e-01	3.0272e-01	8.7027e-05	8.9213e-08	3.1529e-08	4.9960e-01	5.3975e-08	3.8794e-04	1.0899e-08	4.3422e-10	5.0155e-24	7.8637e-18	2.0266e-11	1.1793e-11	1.6013e-04	2.4946e-01	4.0817e-05	2.6299e-07	6.3836e-10	2.6752e-04	5.6122e-13	9.6707e-10	1.3497e-07	2.0469e-18	4.6903e-09	6.8637e-12	2.2528e-05	1.8768e-08	3.9424e-08	1.5393e-14	5.7203e-08	9.9309e-15	2.3950e-21	1.1772e-23	9.5338e-26	3.4854e-27	1.8448e-20	1.1283e-17	2.3009e-22	5.3627e-15	4.5483e-26	3.3214e-28	1.2156e-18	2.0485e-23	2.6408e-25	4.5533e-24	7.6665e-25	2.3241e-23	2.3546e-23	2.4997e-01	0.0000e+00	5.8971e-16	3.2111e-13	8.9863e-12	3.2582e-10	
9.6721e-04	1.0732e+03	1.0000e+05	1.0001e-01	3.0272e-01	9.5179e-05	1.0013e-07	3.4648e-08	4.9957e-01	5.8504e-08	4.1195e-04	1.2219e-08	4.8863e-10	7.6775e-24	9.9919e-18	2.3228e-11	1.3578e-11	1.7102e-04	2.4942e-01	4.5191e-05	2.9540e-07	7.1517e-10	2.8009e-04	6.4714e-13	1.0370e-09	1.4213e-07	2.5895e-18	5.5096e-09	8.1923e-12	2.5171e-05	2.1384e-08	4.4036e-08	1.9756e-14	6.7405e-08	1.2393e-14	2.7825e-21	1.3915e-23	1.2136e-25	4.6578e-27	2.0688e-20	1.2262e-17	2.7831e-22	5.6929e-15	5.4058e-26	4.4288e-28	1.5087e-18	2.5861e-23	3.1945e-25	5.5227e-24	9.9577e-25	2.8407e-23	3.1144e-23	2.4997e-01	0.0000e+00	7.1236e-16	3.8225e-13	1.0767e-11	3.9729e-10	
9.7632e-04	1.0732e+03	1.0000e+05	1.0001e-01	3.0271e-01	1.0437e-04	1.1298e-07	3.8225e-08	4.9955e-01	6.3625e-08	4.3806e-04	1.3767e-08	5.5183e-10	1.1009e-23	1.3072e-17	2.6814e-11	1.5764e-11	1.8301e-04	2.4939e-01	5.0126e-05	3.3275e-07	8.0496e-10	2.9337e-04	7.5286e-13	1.1152e-09	1.4979e-07	3.3366e-18	6.4936e-09	9.8673e-12	2.8191e-05	2.4499e-08	4.9304e-08	2.5917e-14	7.9711e-08	1.5548e-14	3.3035e-21	1.6718e-23	1.5598e-25	6.3029e-27	2.3324e-20	1.3386e-17	3.3956e-22	6.0618e-15	6.5394e-26	6.0922e-28	1.8882e-18	3.2550e-23	3.9503e-25	6.7439e-24	1.3080e-24	3.5009e-23	4.1688e-23	2.4997e-01	0.0000e+00	8.7727e-16	4.5707e-13	1.3027e-11	4.8733e-10	
