         z	         T	         p	         u	       rho	        H2	        O2	       H2O	         H	         O	        OH	       HO2	      H2O2	        N2	
7.8785e-06	1.0732e+03	1.0000e+05	8.9347e-02	2.8236e-01	2.2956e-02	1.5104e-01	2.5111e-01	8.9081e-03	3.8028e-03	2.5038e-03	6.0762e-05	6.7038e-07	5.5962e-01	
7.8812e-06	1.0732e+03	1.0000e+05	8.9344e-02	2.8237e-01	2.2924e-02	1.5102e-01	2.5116e-01	8.8935e-03	3.7992e-03	2.5016e-03	6.0700e-05	6.6993e-07	5.5963e-01	
7.8838e-06	1.0732e+03	1.0000e+05	8.9341e-02	2.8238e-01	2.2891e-02	1.5101e-01	2.5121e-01	8.8790e-03	3.7957e-03	2.4994e-03	6.0641e-05	6.6949e-07	5.5965e-01	
7.8865e-06	1.0732e+03	1.0000e+05	8.9339e-02	2.8239e-01	2.2858e-02	1.5100e-01	2.5126e-01	8.8645e-03	3.7922e-03	2.4972e-03	6.0580e-05	6.6904e-07	5.5967e-01	
7.8891e-06	1.0732e+03	1.0000e+05	8.9336e-02	2.8240e-01	2.2826e-02	1.5098e-01	2.5131e-01	8.8500e-03	3.7887e-03	2.4951e-03	6.0515e-05	6.6859e-07	5.5968e-01	
7.8918e-06	1.0732e+03	1.0000e+05	8.9333e-02	2.8241e-01	2.2793e-02	1.5097e-01	2.5136e-01	8.8356e-03	3.7851e-03	2.4929e-03	6.0452e-05	6.6814e-07	5.5970e-01	
7.8944e-06	1.0732e+03	1.0000e+05	8.9331e-02	2.8241e-01	2.2761e-02	1.5096e-01	2.5141e-01	8.8212e-03	3.7816e-03	2.4907e-03	6.0395e-05	6.6769e-07	5.5972e-01	
7.8971e-06	1.0732e+03	1.0000e+05	8.9328e-02	2.8242e-01	2.2728e-02	1.5094e-01	2.5146e-01	8.8068e-03	3.7781e-03	2.4885e-03	6.0336e-05	6.6724e-07	5.5973e-01	
7.8997e-06	1.0732e+03	1.0000e+05	8.9325e-02	2.8243e-01	2.2696e-02	1.5093e-01	2.5151e-01	8.7925e-03	3.7746e-03	2.4864e-03	6.0269e-05	6.6679e-07	5.5975e-01	
7.9017e-06	1.0732e+03	1.0000e+05	8.9323e-02	2.8244e-01	2.2672e-02	1.5092e-01	2.5155e-01	8.7820e-03	3.7720e-03	2.4848e-03	6.0225e-05	6.6646e-07	5.5976e-01	
7.9037e-06	1.0732e+03	1.0000e+05	8.9322e-02	2.8244e-01	2.2648e-02	1.5091e-01	2.5158e-01	8.7714e-03	3.7695e-03	2.4832e-03	6.0179e-05	6.6613e-07	5.5978e-01	
7.9056e-06	1.0732e+03	1.0000e+05	8.9320e-02	2.8245e-01	2.2625e-02	1.5090e-01	2.5162e-01	8.7608e-03	3.7669e-03	2.4816e-03	6.0135e-05	6.6579e-07	5.5979e-01	
7.9076e-06	1.0732e+03	1.0000e+05	8.9318e-02	2.8246e-01	2.2601e-02	1.5089e-01	2.5165e-01	8.7503e-03	3.7643e-03	2.4800e-03	6.0087e-05	6.6546e-07	5.5980e-01	
7.9096e-06	1.0732e+03	1.0000e+05	8.9316e-02	2.8246e-01	2.2577e-02	1.5088e-01	2.5169e-01	8.7398e-03	3.7617e-03	2.4784e-03	6.0042e-05	6.6513e-07	5.5981e-01	
7.9115e-06	1.0732e+03	1.0000e+05	8.9314e-02	2.8247e-01	2.2553e-02	1.5087e-01	2.5173e-01	8.7294e-03	3.7592e-03	2.4768e-03	5.9999e-05	6.6479e-07	5.5982e-01	
7.9135e-06	1.0732e+03	1.0000e+05	8.9312e-02	2.8248e-01	2.2530e-02	1.5086e-01	2.5176e-01	8.7189e-03	3.7566e-03	2.4752e-03	5.9953e-05	6.6446e-07	5.5984e-01	
7.9155e-06	1.0732e+03	1.0000e+05	8.9310e-02	2.8248e-01	2.2506e-02	1.5085e-01	2.5180e-01	8.7085e-03	3.7540e-03	2.4737e-03	5.9907e-05	6.6413e-07	5.5985e-01	
7.9175e-06	1.0732e+03	1.0000e+05	8.9308e-02	2.8249e-01	2.2483e-02	1.5084e-01	2.5183e-01	8.6980e-03	3.7515e-03	2.4721e-03	5.9862e-05	6.6379e-07	5.5986e-01	
7.9194e-06	1.0732e+03	1.0000e+05	8.9306e-02	2.8249e-01	2.2459e-02	1.5083e-01	2.5187e-01	8.6877e-03	3.7489e-03	2.4705e-03	5.9817e-05	6.6346e-07	5.5987e-01	
7.9224e-06	1.0732e+03	1.0000e+05	8.9303e-02	2.8250e-01	2.2423e-02	1.5082e-01	2.5192e-01	8.6717e-03	3.7450e-03	2.4681e-03	5.9748e-05	6.6294e-07	5.5989e-01	
7.9255e-06	1.0732e+03	1.0000e+05	8.9300e-02	2.8251e-01	2.2387e-02	1.5080e-01	2.5198e-01	8.6558e-03	3.7411e-03	2.4657e-03	5.9679e-05	6.6243e-07	5.5991e-01	
7.9285e-06	1.0732e+03	1.0000e+05	8.9297e-02	2.8252e-01	2.2351e-02	1.5079e-01	2.5203e-01	8.6399e-03	3.7372e-03	2.4632e-03	5.9612e-05	6.6192e-07	5.5993e-01	
7.9315e-06	1.0732e+03	1.0000e+05	8.9294e-02	2.8253e-01	2.2315e-02	1.5077e-01	2.5209e-01	8.6241e-03	3.7333e-03	2.4608e-03	5.9541e-05	6.6140e-07	5.5995e-01	
7.9346e-06	1.0732e+03	1.0000e+05	8.9291e-02	2.8254e-01	2.2280e-02	1.5076e-01	2.5214e-01	8.6084e-03	3.7294e-03	2.4584e-03	5.9472e-05	6.6089e-07	5.5997e-01	
7.9376e-06	1.0732e+03	1.0000e+05	8.9288e-02	2.8255e-01	2.2244e-02	1.5074e-01	2.5219e-01	8.5927e-03	3.7255e-03	2.4560e-03	5.9404e-05	6.6037e-07	5.5998e-01	
7.9430e-06	1.0732e+03	1.0000e+05	8.9283e-02	2.8257e-01	2.2180e-02	1.5072e-01	2.5229e-01	8.5646e-03	3.7186e-03	2.4518e-03	5.9280e-05	6.5945e-07	5.6002e-01	
7.9485e-06	1.0732e+03	1.0000e+05	8.9278e-02	2.8258e-01	2.2117e-02	1.5069e-01	2.5239e-01	8.5367e-03	3.7116e-03	2.4475e-03	5.9158e-05	6.5852e-07	5.6005e-01	
7.9539e-06	1.0732e+03	1.0000e+05	8.9273e-02	2.8260e-01	2.2054e-02	1.5067e-01	2.5248e-01	8.5089e-03	3.7048e-03	2.4432e-03	5.9040e-05	6.5760e-07	5.6008e-01	
7.9593e-06	1.0732e+03	1.0000e+05	8.9268e-02	2.8262e-01	2.1991e-02	1.5064e-01	2.5258e-01	8.4813e-03	3.6979e-03	2.4390e-03	5.8916e-05	6.5667e-07	5.6011e-01	
7.9648e-06	1.0732e+03	1.0000e+05	8.9262e-02	2.8263e-01	2.1928e-02	1.5062e-01	2.5267e-01	8.4538e-03	3.6911e-03	2.4348e-03	5.8792e-05	6.5574e-07	5.6015e-01	
7.9702e-06	1.0732e+03	1.0000e+05	8.9257e-02	2.8265e-01	2.1866e-02	1.5059e-01	2.5276e-01	8.4265e-03	3.6843e-03	2.4306e-03	5.8671e-05	6.5482e-07	5.6018e-01	
7.9756e-06	1.0732e+03	1.0000e+05	8.9252e-02	2.8266e-01	2.1804e-02	1.5056e-01	2.5286e-01	8.3993e-03	3.6775e-03	2.4264e-03	5.8551e-05	6.5389e-07	5.6021e-01	
7.9811e-06	1.0732e+03	1.0000e+05	8.9247e-02	2.8268e-01	2.1742e-02	1.5054e-01	2.5295e-01	8.3723e-03	3.6707e-03	2.4223e-03	5.8431e-05	6.5296e-07	5.6024e-01	
7.9865e-06	1.0732e+03	1.0000e+05	8.9242e-02	2.8270e-01	2.1681e-02	1.5051e-01	2.5304e-01	8.3454e-03	3.6640e-03	2.4181e-03	5.8310e-05	6.5203e-07	5.6027e-01	
7.9959e-06	1.0732e+03	1.0000e+05	8.9233e-02	2.8272e-01	2.1575e-02	1.5047e-01	2.5320e-01	8.2992e-03	3.6524e-03	2.4110e-03	5.8103e-05	6.5042e-07	5.6033e-01	
8.0053e-06	1.0732e+03	1.0000e+05	8.9225e-02	2.8275e-01	2.1470e-02	1.5043e-01	2.5336e-01	8.2534e-03	3.6409e-03	2.4039e-03	5.7896e-05	6.4881e-07	5.6038e-01	
8.0147e-06	1.0732e+03	1.0000e+05	8.9216e-02	2.8278e-01	2.1366e-02	1.5039e-01	2.5352e-01	8.2080e-03	3.6295e-03	2.3968e-03	5.7692e-05	6.4720e-07	5.6044e-01	
8.0242e-06	1.0732e+03	1.0000e+05	8.9208e-02	2.8280e-01	2.1263e-02	1.5034e-01	2.5368e-01	8.1630e-03	3.6181e-03	2.3899e-03	5.7488e-05	6.4559e-07	5.6049e-01	
8.0389e-06	1.0732e+03	1.0000e+05	8.9195e-02	2.8285e-01	2.1103e-02	1.5028e-01	2.5392e-01	8.0934e-03	3.6005e-03	2.3790e-03	5.7171e-05	6.4306e-07	5.6057e-01	
8.0629e-06	1.0732e+03	1.0000e+05	8.9174e-02	2.8291e-01	2.0847e-02	1.5018e-01	2.5430e-01	7.9825e-03	3.5722e-03	2.3616e-03	5.6661e-05	6.3895e-07	5.6070e-01	
8.0869e-06	1.0732e+03	1.0000e+05	8.9154e-02	2.8298e-01	2.0596e-02	1.5007e-01	2.5468e-01	7.8741e-03	3.5444e-03	2.3446e-03	5.6157e-05	6.3484e-07	5.6083e-01	
8.1230e-06	1.0732e+03	1.0000e+05	8.9124e-02	2.8307e-01	2.0227e-02	1.4992e-01	2.5524e-01	7.7154e-03	3.5034e-03	2.3194e-03	5.5411e-05	6.2863e-07	5.6102e-01	
8.1592e-06	1.0732e+03	1.0000e+05	8.9095e-02	2.8316e-01	1.9869e-02	1.4978e-01	2.5578e-01	7.5620e-03	3.4634e-03	2.2950e-03	5.4680e-05	6.2244e-07	5.6120e-01	
8.1953e-06	1.0732e+03	1.0000e+05	8.9066e-02	2.8325e-01	1.9520e-02	1.4964e-01	2.5630e-01	7.4138e-03	3.4244e-03	2.2712e-03	5.3963e-05	6.1625e-07	5.6138e-01	
8.2315e-06	1.0732e+03	1.0000e+05	8.9039e-02	2.8334e-01	1.9182e-02	1.4950e-01	2.5681e-01	7.2706e-03	3.3864e-03	2.2480e-03	5.3261e-05	6.1007e-07	5.6155e-01	
8.2972e-06	1.0732e+03	1.0000e+05	8.8992e-02	2.8349e-01	1.8591e-02	1.4926e-01	2.5769e-01	7.0224e-03	3.3197e-03	2.2075e-03	5.2022e-05	5.9890e-07	5.6185e-01	
8.3628e-06	1.0732e+03	1.0000e+05	8.8947e-02	2.8363e-01	1.8030e-02	1.4904e-01	2.5853e-01	6.7886e-03	3.2559e-03	2.1688e-03	5.0829e-05	5.8781e-07	5.6214e-01	
8.4285e-06	1.0732e+03	1.0000e+05	8.8904e-02	2.8377e-01	1.7495e-02	1.4882e-01	2.5933e-01	6.5680e-03	3.1947e-03	2.1320e-03	4.9678e-05	5.7682e-07	5.6240e-01	
8.4941e-06	1.0732e+03	1.0000e+05	8.8863e-02	2.8390e-01	1.6986e-02	1.4862e-01	2.6009e-01	6.3597e-03	3.1361e-03	2.0968e-03	4.8569e-05	5.6593e-07	5.6266e-01	
8.5598e-06	1.0732e+03	1.0000e+05	8.8825e-02	2.8402e-01	1.6500e-02	1.4843e-01	2.6081e-01	6.1627e-03	3.0799e-03	2.0632e-03	4.7500e-05	5.5518e-07	5.6291e-01	
8.6254e-06	1.0732e+03	1.0000e+05	8.8788e-02	2.8414e-01	1.6037e-02	1.4824e-01	2.6150e-01	5.9763e-03	3.0259e-03	2.0311e-03	4.6469e-05	5.4455e-07	5.6314e-01	
8.6911e-06	1.0732e+03	1.0000e+05	8.8753e-02	2.8425e-01	1.5594e-02	1.4807e-01	2.6216e-01	5.7995e-03	2.9740e-03	2.0004e-03	4.5475e-05	5.3408e-07	5.6336e-01	
8.7567e-06	1.0732e+03	1.0000e+05	8.8720e-02	2.8436e-01	1.5170e-02	1.4790e-01	2.6279e-01	5.6318e-03	2.9241e-03	1.9710e-03	4.4515e-05	5.2376e-07	5.6357e-01	
8.8224e-06	1.0732e+03	1.0000e+05	8.8688e-02	2.8446e-01	1.4765e-02	1.4774e-01	2.6339e-01	5.4725e-03	2.8761e-03	1.9428e-03	4.3590e-05	5.1360e-07	5.6377e-01	
8.8880e-06	1.0732e+03	1.0000e+05	8.8658e-02	2.8456e-01	1.4377e-02	1.4758e-01	2.6397e-01	5.3211e-03	2.8298e-03	1.9158e-03	4.2695e-05	5.0361e-07	5.6396e-01	
8.9537e-06	1.0732e+03	1.0000e+05	8.8629e-02	2.8465e-01	1.4005e-02	1.4744e-01	2.6451e-01	5.1769e-03	2.7852e-03	1.8899e-03	4.1831e-05	4.9378e-07	5.6415e-01	
9.0193e-06	1.0732e+03	1.0000e+05	8.8601e-02	2.8474e-01	1.3648e-02	1.4730e-01	2.6504e-01	5.0395e-03	2.7421e-03	1.8650e-03	4.0997e-05	4.8414e-07	5.6433e-01	
9.0850e-06	1.0732e+03	1.0000e+05	8.8575e-02	2.8483e-01	1.3305e-02	1.4716e-01	2.6555e-01	4.9085e-03	2.7005e-03	1.8411e-03	4.0191e-05	4.7467e-07	5.6449e-01	
9.1507e-06	1.0732e+03	1.0000e+05	8.8549e-02	2.8491e-01	1.2976e-02	1.4703e-01	2.6603e-01	4.7835e-03	2.6604e-03	1.8181e-03	3.9411e-05	4.6537e-07	5.6466e-01	
9.2163e-06	1.0732e+03	1.0000e+05	8.8525e-02	2.8499e-01	1.2660e-02	1.4691e-01	2.6650e-01	4.6640e-03	2.6216e-03	1.7960e-03	3.8656e-05	4.5626e-07	5.6481e-01	
9.2820e-06	1.0732e+03	1.0000e+05	8.8502e-02	2.8506e-01	1.2356e-02	1.4679e-01	2.6694e-01	4.5497e-03	2.5840e-03	1.7747e-03	3.7927e-05	4.4732e-07	5.6496e-01	
9.3476e-06	1.0732e+03	1.0000e+05	8.8479e-02	2.8513e-01	1.2063e-02	1.4668e-01	2.6737e-01	4.4403e-03	2.5476e-03	1.7541e-03	3.7220e-05	4.3856e-07	5.6511e-01	
9.4133e-06	1.0732e+03	1.0000e+05	8.8457e-02	2.8520e-01	1.1782e-02	1.4657e-01	2.6779e-01	4.3355e-03	2.5124e-03	1.7343e-03	3.6535e-05	4.2998e-07	5.6524e-01	
9.4789e-06	1.0732e+03	1.0000e+05	8.8437e-02	2.8527e-01	1.1510e-02	1.4646e-01	2.6818e-01	4.2350e-03	2.4782e-03	1.7152e-03	3.5872e-05	4.2158e-07	5.6538e-01	
9.5446e-06	1.0732e+03	1.0000e+05	8.8417e-02	2.8534e-01	1.1249e-02	1.4636e-01	2.6857e-01	4.1386e-03	2.4451e-03	1.6968e-03	3.5230e-05	4.1335e-07	5.6551e-01	
9.6102e-06	1.0732e+03	1.0000e+05	8.8397e-02	2.8540e-01	1.0996e-02	1.4626e-01	2.6894e-01	4.0460e-03	2.4129e-03	1.6790e-03	3.4606e-05	4.0530e-07	5.6563e-01	
9.6759e-06	1.0732e+03	1.0000e+05	8.8379e-02	2.8546e-01	1.0753e-02	1.4617e-01	2.6929e-01	3.9571e-03	2.3817e-03	1.6618e-03	3.4000e-05	3.9742e-07	5.6575e-01	
9.7415e-06	1.0732e+03	1.0000e+05	8.8361e-02	2.8552e-01	1.0518e-02	1.4608e-01	2.6964e-01	3.8715e-03	2.3513e-03	1.6451e-03	3.3415e-05	3.8970e-07	5.6586e-01	
9.8072e-06	1.0732e+03	1.0000e+05	8.8343e-02	2.8557e-01	1.0290e-02	1.4599e-01	2.6997e-01	3.7892e-03	2.3218e-03	1.6290e-03	3.2845e-05	3.8215e-07	5.6597e-01	
9.8729e-06	1.0732e+03	1.0000e+05	8.8327e-02	2.8563e-01	1.0071e-02	1.4591e-01	2.7029e-01	3.7100e-03	2.2931e-03	1.6133e-03	3.2292e-05	3.7477e-07	5.6608e-01	
9.9385e-06	1.0732e+03	1.0000e+05	8.8311e-02	2.8568e-01	9.8589e-03	1.4583e-01	2.7060e-01	3.6336e-03	2.2652e-03	1.5982e-03	3.1755e-05	3.6755e-07	5.6618e-01	
1.0004e-05	1.0732e+03	1.0000e+05	8.8295e-02	2.8573e-01	9.6537e-03	1.4575e-01	2.7090e-01	3.5599e-03	2.2380e-03	1.5835e-03	3.1233e-05	3.6048e-07	5.6628e-01	
1.0119e-05	1.0732e+03	1.0000e+05	8.8269e-02	2.8581e-01	9.3113e-03	1.4562e-01	2.7140e-01	3.4375e-03	2.1922e-03	1.5590e-03	3.0356e-05	3.4852e-07	5.6645e-01	
1.0233e-05	1.0732e+03	1.0000e+05	8.8244e-02	2.8589e-01	8.9876e-03	1.4550e-01	2.7187e-01	3.3224e-03	2.1484e-03	1.5356e-03	2.9520e-05	3.3702e-07	5.6661e-01	
1.0348e-05	1.0732e+03	1.0000e+05	8.8221e-02	2.8597e-01	8.6814e-03	1.4538e-01	2.7232e-01	3.2138e-03	2.1065e-03	1.5134e-03	2.8723e-05	3.2596e-07	5.6676e-01	
1.0462e-05	1.0732e+03	1.0000e+05	8.8199e-02	2.8604e-01	8.3911e-03	1.4527e-01	2.7274e-01	3.1113e-03	2.0663e-03	1.4922e-03	2.7963e-05	3.1533e-07	5.6690e-01	
1.0577e-05	1.0732e+03	1.0000e+05	8.8178e-02	2.8611e-01	8.1158e-03	1.4517e-01	2.7314e-01	3.0144e-03	2.0277e-03	1.4720e-03	2.7236e-05	3.0511e-07	5.6703e-01	
1.0692e-05	1.0732e+03	1.0000e+05	8.8159e-02	2.8617e-01	7.8545e-03	1.4507e-01	2.7352e-01	2.9226e-03	1.9906e-03	1.4527e-03	2.6540e-05	2.9528e-07	5.6716e-01	
1.0806e-05	1.0732e+03	1.0000e+05	8.8140e-02	2.8623e-01	7.6061e-03	1.4498e-01	2.7389e-01	2.8356e-03	1.9549e-03	1.4342e-03	2.5874e-05	2.8583e-07	5.6728e-01	
1.0921e-05	1.0732e+03	1.0000e+05	8.8122e-02	2.8629e-01	7.3698e-03	1.4489e-01	2.7423e-01	2.7530e-03	1.9205e-03	1.4165e-03	2.5236e-05	2.7674e-07	5.6740e-01	
1.1123e-05	1.0732e+03	1.0000e+05	8.8092e-02	2.8639e-01	6.9799e-03	1.4474e-01	2.7480e-01	2.6170e-03	1.8628e-03	1.3870e-03	2.4173e-05	2.6155e-07	5.6759e-01	
1.1325e-05	1.0732e+03	1.0000e+05	8.8065e-02	2.8647e-01	6.6213e-03	1.4461e-01	2.7532e-01	2.4921e-03	1.8086e-03	1.3595e-03	2.3183e-05	2.4736e-07	5.6776e-01	
1.1527e-05	1.0732e+03	1.0000e+05	8.8040e-02	2.8656e-01	6.2910e-03	1.4449e-01	2.7580e-01	2.3772e-03	1.7575e-03	1.3338e-03	2.2259e-05	2.3411e-07	5.6792e-01	
1.1730e-05	1.0732e+03	1.0000e+05	8.8017e-02	2.8663e-01	5.9857e-03	1.4438e-01	2.7625e-01	2.2710e-03	1.7093e-03	1.3096e-03	2.1396e-05	2.2172e-07	5.6807e-01	
1.1932e-05	1.0732e+03	1.0000e+05	8.7995e-02	2.8670e-01	5.7030e-03	1.4428e-01	2.7666e-01	2.1726e-03	1.6637e-03	1.2869e-03	2.0585e-05	2.1014e-07	5.6821e-01	
1.2134e-05	1.0732e+03	1.0000e+05	8.7975e-02	2.8677e-01	5.4409e-03	1.4418e-01	2.7705e-01	2.0812e-03	1.6204e-03	1.2654e-03	1.9826e-05	1.9931e-07	5.6834e-01	
1.2336e-05	1.0732e+03	1.0000e+05	8.7957e-02	2.8683e-01	5.1972e-03	1.4410e-01	2.7740e-01	1.9962e-03	1.5794e-03	1.2451e-03	1.9113e-05	1.8917e-07	5.6846e-01	
1.2539e-05	1.0732e+03	1.0000e+05	8.7939e-02	2.8688e-01	4.9704e-03	1.4402e-01	2.7774e-01	1.9169e-03	1.5403e-03	1.2259e-03	1.8439e-05	1.7966e-07	5.6857e-01	
1.2741e-05	1.0732e+03	1.0000e+05	8.7923e-02	2.8694e-01	4.7587e-03	1.4394e-01	2.7805e-01	1.8426e-03	1.5032e-03	1.2077e-03	1.7804e-05	1.7076e-07	5.6868e-01	
1.2943e-05	1.0732e+03	1.0000e+05	8.7908e-02	2.8699e-01	4.5611e-03	1.4387e-01	2.7834e-01	1.7731e-03	1.4677e-03	1.1903e-03	1.7206e-05	1.6240e-07	5.6878e-01	
1.3145e-05	1.0732e+03	1.0000e+05	8.7893e-02	2.8703e-01	4.3761e-03	1.4381e-01	2.7861e-01	1.7079e-03	1.4338e-03	1.1737e-03	1.6639e-05	1.5454e-07	5.6887e-01	
1.3348e-05	1.0732e+03	1.0000e+05	8.7880e-02	2.8708e-01	4.2028e-03	1.4375e-01	2.7887e-01	1.6465e-03	1.4014e-03	1.1578e-03	1.6099e-05	1.4717e-07	5.6896e-01	
1.3488e-05	1.0732e+03	1.0000e+05	8.7871e-02	2.8711e-01	4.0886e-03	1.4371e-01	2.7903e-01	1.6059e-03	1.3797e-03	1.1473e-03	1.5743e-05	1.4231e-07	5.6902e-01	
1.3629e-05	1.0732e+03	1.0000e+05	8.7862e-02	2.8713e-01	3.9793e-03	1.4367e-01	2.7920e-01	1.5670e-03	1.3587e-03	1.1370e-03	1.5400e-05	1.3765e-07	5.6907e-01	
1.3732e-05	1.0732e+03	1.0000e+05	8.7856e-02	2.8715e-01	3.9019e-03	1.4365e-01	2.7931e-01	1.5394e-03	1.3436e-03	1.1296e-03	1.5154e-05	1.3435e-07	5.6911e-01	
1.3836e-05	1.0732e+03	1.0000e+05	8.7850e-02	2.8717e-01	3.8269e-03	1.4362e-01	2.7942e-01	1.5125e-03	1.3288e-03	1.1224e-03	1.4915e-05	1.3114e-07	5.6915e-01	
1.3939e-05	1.0732e+03	1.0000e+05	8.7845e-02	2.8719e-01	3.7542e-03	1.4360e-01	2.7953e-01	1.4865e-03	1.3143e-03	1.1154e-03	1.4681e-05	1.2804e-07	5.6919e-01	
1.4042e-05	1.0732e+03	1.0000e+05	8.7839e-02	2.8721e-01	3.6836e-03	1.4357e-01	2.7964e-01	1.4611e-03	1.3001e-03	1.1084e-03	1.4453e-05	1.2502e-07	5.6922e-01	
1.4146e-05	1.0732e+03	1.0000e+05	8.7834e-02	2.8723e-01	3.6152e-03	1.4355e-01	2.7974e-01	1.4365e-03	1.2862e-03	1.1016e-03	1.4233e-05	1.2210e-07	5.6926e-01	
1.4249e-05	1.0732e+03	1.0000e+05	8.7829e-02	2.8725e-01	3.5487e-03	1.4353e-01	2.7984e-01	1.4125e-03	1.2726e-03	1.0950e-03	1.4018e-05	1.1926e-07	5.6929e-01	
1.4353e-05	1.0732e+03	1.0000e+05	8.7823e-02	2.8726e-01	3.4843e-03	1.4351e-01	2.7993e-01	1.3892e-03	1.2593e-03	1.0885e-03	1.3804e-05	1.1651e-07	5.6932e-01	
1.4456e-05	1.0732e+03	1.0000e+05	8.7818e-02	2.8728e-01	3.4217e-03	1.4349e-01	2.8003e-01	1.3665e-03	1.2462e-03	1.0821e-03	1.3597e-05	1.1384e-07	5.6936e-01	
1.4559e-05	1.0732e+03	1.0000e+05	8.7814e-02	2.8729e-01	3.3609e-03	1.4347e-01	2.8012e-01	1.3444e-03	1.2334e-03	1.0758e-03	1.3402e-05	1.1125e-07	5.6939e-01	
1.4628e-05	1.0732e+03	1.0000e+05	8.7810e-02	2.8730e-01	3.3215e-03	1.4345e-01	2.8018e-01	1.3301e-03	1.2251e-03	1.0717e-03	1.3268e-05	1.0957e-07	5.6941e-01	
1.4676e-05	1.0732e+03	1.0000e+05	8.7808e-02	2.8731e-01	3.2945e-03	1.4345e-01	2.8022e-01	1.3202e-03	1.2193e-03	1.0689e-03	1.3178e-05	1.0842e-07	5.6942e-01	
1.4724e-05	1.0732e+03	1.0000e+05	8.7806e-02	2.8732e-01	3.2678e-03	1.4344e-01	2.8026e-01	1.3105e-03	1.2136e-03	1.0661e-03	1.3090e-05	1.0728e-07	5.6944e-01	
1.4771e-05	1.0732e+03	1.0000e+05	8.7804e-02	2.8733e-01	3.2415e-03	1.4343e-01	2.8029e-01	1.3009e-03	1.2079e-03	1.0633e-03	1.3000e-05	1.0616e-07	5.6945e-01	
1.4819e-05	1.0732e+03	1.0000e+05	8.7802e-02	2.8733e-01	3.2156e-03	1.4342e-01	2.8033e-01	1.2914e-03	1.2023e-03	1.0605e-03	1.2911e-05	1.0506e-07	5.6946e-01	
1.4867e-05	1.0732e+03	1.0000e+05	8.7800e-02	2.8734e-01	3.1900e-03	1.4341e-01	2.8037e-01	1.2820e-03	1.1968e-03	1.0578e-03	1.2829e-05	1.0397e-07	5.6948e-01	
1.4915e-05	1.0732e+03	1.0000e+05	8.7798e-02	2.8735e-01	3.1647e-03	1.4340e-01	2.8041e-01	1.2728e-03	1.1913e-03	1.0551e-03	1.2745e-05	1.0289e-07	5.6949e-01	
1.4963e-05	1.0732e+03	1.0000e+05	8.7796e-02	2.8735e-01	3.1397e-03	1.4340e-01	2.8045e-01	1.2636e-03	1.1858e-03	1.0524e-03	1.2656e-05	1.0183e-07	5.6950e-01	
1.5010e-05	1.0732e+03	1.0000e+05	8.7794e-02	2.8736e-01	3.1151e-03	1.4339e-01	2.8048e-01	1.2545e-03	1.1804e-03	1.0498e-03	1.2574e-05	1.0079e-07	5.6952e-01	
1.5043e-05	1.0732e+03	1.0000e+05	8.7793e-02	2.8736e-01	3.0986e-03	1.4338e-01	2.8051e-01	1.2485e-03	1.1767e-03	1.0479e-03	1.2521e-05	1.0009e-07	5.6952e-01	
1.5066e-05	1.0732e+03	1.0000e+05	8.7792e-02	2.8737e-01	3.0866e-03	1.4338e-01	2.8053e-01	1.2441e-03	1.1741e-03	1.0466e-03	1.2479e-05	9.9580e-08	5.6953e-01	
1.5090e-05	1.0732e+03	1.0000e+05	8.7791e-02	2.8737e-01	3.0747e-03	1.4337e-01	2.8054e-01	1.2397e-03	1.1714e-03	1.0453e-03	1.2440e-05	9.9074e-08	5.6954e-01	
1.5114e-05	1.0732e+03	1.0000e+05	8.7790e-02	2.8737e-01	3.0629e-03	1.4337e-01	2.8056e-01	1.2354e-03	1.1688e-03	1.0440e-03	1.2399e-05	9.8570e-08	5.6954e-01	
1.5138e-05	1.0732e+03	1.0000e+05	8.7789e-02	2.8738e-01	3.0511e-03	1.4337e-01	2.8058e-01	1.2310e-03	1.1662e-03	1.0427e-03	1.2357e-05	9.8070e-08	5.6955e-01	
1.5161e-05	1.0732e+03	1.0000e+05	8.7788e-02	2.8738e-01	3.0394e-03	1.4336e-01	2.8060e-01	1.2267e-03	1.1636e-03	1.0414e-03	1.2318e-05	9.7575e-08	5.6956e-01	
1.5185e-05	1.0732e+03	1.0000e+05	8.7787e-02	2.8738e-01	3.0277e-03	1.4336e-01	2.8062e-01	1.2224e-03	1.1610e-03	1.0402e-03	1.2282e-05	9.7080e-08	5.6956e-01	
1.5209e-05	1.0732e+03	1.0000e+05	8.7786e-02	2.8738e-01	3.0162e-03	1.4336e-01	2.8063e-01	1.2182e-03	1.1584e-03	1.0389e-03	1.2240e-05	9.6589e-08	5.6957e-01	
1.5226e-05	1.0732e+03	1.0000e+05	8.7785e-02	2.8739e-01	3.0079e-03	1.4335e-01	2.8065e-01	1.2151e-03	1.1565e-03	1.0380e-03	1.2212e-05	9.6238e-08	5.6957e-01	
1.5243e-05	1.0732e+03	1.0000e+05	8.7785e-02	2.8739e-01	2.9996e-03	1.4335e-01	2.8066e-01	1.2120e-03	1.1547e-03	1.0370e-03	1.2183e-05	9.5888e-08	5.6958e-01	
1.5260e-05	1.0732e+03	1.0000e+05	8.7784e-02	2.8739e-01	2.9914e-03	1.4335e-01	2.8067e-01	1.2090e-03	1.1528e-03	1.0361e-03	1.2155e-05	9.5539e-08	5.6958e-01	
