         z	         T	      (NI)	     H(NI)	     O(NI)	   CH4(NI)	   H2O(NI)	   CO2(NI)	    CO(NI)	    OH(NI)	     C(NI)	   HCO(NI)	    CH(NI)	   CH3(NI)	   CH2(NI)	
4.2500e-02	1.0732e+03	4.1509e-01	1.5854e-01	5.2655e-05	3.9272e-11	6.8241e-06	5.8331e-07	4.2629e-01	5.5367e-07	2.7841e-05	6.5817e-11	1.5522e-11	9.7325e-11	4.8820e-11	
4.4005e-02	1.0732e+03	4.1509e-01	1.5854e-01	5.2641e-05	3.9262e-11	6.8224e-06	5.8315e-07	4.2629e-01	5.5352e-07	2.7838e-05	6.5818e-11	1.5521e-11	9.7317e-11	4.8815e-11	
4.5509e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2631e-05	3.9254e-11	6.8211e-06	5.8304e-07	4.2629e-01	5.5341e-07	2.7836e-05	6.5818e-11	1.5520e-11	9.7310e-11	4.8812e-11	
4.7014e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2623e-05	3.9248e-11	6.8201e-06	5.8295e-07	4.2629e-01	5.5333e-07	2.7835e-05	6.5819e-11	1.5519e-11	9.7305e-11	4.8810e-11	
4.8519e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2617e-05	3.9244e-11	6.8194e-06	5.8288e-07	4.2629e-01	5.5327e-07	2.7834e-05	6.5819e-11	1.5518e-11	9.7301e-11	4.8808e-11	
5.0023e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2612e-05	3.9240e-11	6.8189e-06	5.8284e-07	4.2629e-01	5.5323e-07	2.7833e-05	6.5820e-11	1.5518e-11	9.7298e-11	4.8806e-11	
5.2404e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2607e-05	3.9237e-11	6.8183e-06	5.8278e-07	4.2629e-01	5.5317e-07	2.7832e-05	6.5820e-11	1.5517e-11	9.7295e-11	4.8805e-11	
5.4784e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2604e-05	3.9234e-11	6.8179e-06	5.8275e-07	4.2629e-01	5.5314e-07	2.7831e-05	6.5820e-11	1.5517e-11	9.7293e-11	4.8804e-11	
5.7164e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2602e-05	3.9233e-11	6.8176e-06	5.8273e-07	4.2629e-01	5.5312e-07	2.7831e-05	6.5820e-11	1.5517e-11	9.7292e-11	4.8803e-11	
5.9545e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2601e-05	3.9232e-11	6.8175e-06	5.8271e-07	4.2629e-01	5.5311e-07	2.7831e-05	6.5820e-11	1.5517e-11	9.7291e-11	4.8803e-11	
6.1925e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2600e-05	3.9231e-11	6.8174e-06	5.8270e-07	4.2629e-01	5.5310e-07	2.7831e-05	6.5820e-11	1.5517e-11	9.7291e-11	4.8802e-11	
6.4305e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2599e-05	3.9231e-11	6.8173e-06	5.8270e-07	4.2629e-01	5.5310e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
6.8055e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2599e-05	3.9231e-11	6.8173e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
7.1804e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2599e-05	3.9231e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
7.5554e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
7.9303e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5516e-11	9.7290e-11	4.8802e-11	
8.3053e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2599e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
8.6802e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
9.0551e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
9.4301e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2599e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5516e-11	9.7290e-11	4.8802e-11	
9.8050e-02	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.0180e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.0555e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.0930e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2599e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.1305e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.1680e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.2055e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.2622e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.3190e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2599e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.3757e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.4325e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.5246e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.6168e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.7090e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
1.8651e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
2.0212e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
2.1773e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
2.3334e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
2.5792e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
2.8250e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
3.0000e-01	1.0732e+03	4.1508e-01	1.5854e-01	5.2598e-05	3.9230e-11	6.8172e-06	5.8269e-07	4.2629e-01	5.5309e-07	2.7830e-05	6.5820e-11	1.5517e-11	9.7290e-11	4.8802e-11	
